r3,BlackPearl,cc:a4:62:83:4b:c0,-29
r4,BlackPearl,cc:a4:62:83:4b:c0,-57
r2,BlackPearl,cc:a4:62:83:4b:c0,-52
r1,BlackPearl,cc:a4:62:83:4b:c0,-52
r5,BlackPearl,cc:a4:62:83:4b:c0,-56
r6,BlackPearl,cc:a4:62:83:4b:c0,-61
